LotArea,OverallQual,OverallCond,YearRemodAdd,GrLivArea,FullBath,BedroomAbvGr,KitchenQual,GarageCars,GarageArea,MoSold
13300,5,7,2000,928,1,2,TA,1,252,6
14948,9,5,2008,2713,2,3,Ex,3,858,11
9098,4,7,2002,605,1,2,TA,0,0,7
32668,6,3,1975,2515,3,4,TA,2,484,3
10200,6,5,1989,1509,2,3,Gd,2,600,8
6155,6,8,1999,1362,2,3,TA,2,502,6
7200,5,7,2007,827,1,2,TA,1,392,4
5000,1,3,1950,334,1,1,Fa,0,0,1
9056,8,5,2004,1414,2,3,Gd,2,403,10
7000,5,7,1991,1347,1,3,TA,0,0,1
8924,7,5,1999,1724,2,3,Gd,2,527,7
12735,4,5,1972,864,1,3,TA,2,576,4
11553,5,5,1968,1159,1,3,TA,1,336,7
11423,8,5,2002,1601,2,3,Gd,2,670,5
14601,9,5,2006,1838,2,2,Ex,3,765,3
11000,8,5,2000,2285,2,4,Gd,3,648,6
10140,7,5,1999,1680,2,3,Gd,2,583,6
4058,7,5,1998,767,1,1,TA,1,367,6
17104,7,5,2006,1496,2,3,Gd,2,426,9
13837,7,5,1988,2183,2,4,Gd,3,786,2
8737,6,7,1950,1635,1,3,TA,2,440,5
7244,5,7,1970,768,1,2,TA,2,624,4
8235,5,7,1995,825,1,2,TA,2,720,6
9375,7,5,2004,2094,2,4,Gd,2,615,11
4043,6,6,1977,1069,2,2,TA,2,440,10
6000,5,6,1957,928,1,3,TA,1,288,6
11146,8,5,2006,1717,2,3,Gd,3,908,7
8777,4,5,2003,1126,2,2,Gd,2,520,5
10625,7,5,2004,2046,2,3,Gd,3,871,8
6380,5,6,1950,1048,1,2,TA,1,280,8
14850,5,5,1957,1092,1,2,TA,1,299,5
11040,4,6,1950,1336,1,3,TA,1,570,9
21872,7,5,1997,1446,2,3,TA,2,406,8
3196,7,5,2004,1557,2,2,Gd,2,420,10
11341,5,6,1996,1392,1,3,TA,2,528,5
10010,5,5,1975,1389,1,2,TA,2,418,4
13907,5,6,1969,996,1,3,TA,0,0,7
21780,6,7,1950,1674,2,4,TA,2,396,7
13346,7,5,2000,2295,2,4,Gd,2,590,7
6858,6,4,1950,1647,1,4,Fa,1,216,5
11198,9,5,2007,2504,2,4,Ex,3,656,6
10171,7,5,2004,1535,2,3,Gd,2,532,3
12327,8,8,2009,2132,1,1,Gd,2,612,9
7032,5,5,1979,943,1,2,TA,2,600,12
13101,5,5,1965,1728,2,6,TA,2,576,11
7332,6,6,1959,864,1,2,Gd,1,288,10
13159,7,5,2009,1692,2,3,Gd,2,650,7
9967,7,5,2000,1430,2,3,TA,2,400,12
10500,5,7,2005,1109,1,3,TA,1,288,12
8480,5,5,1950,1216,1,2,TA,1,336,10
6292,7,7,1950,1477,2,3,TA,1,216,8
11777,5,6,1966,1320,1,3,TA,2,564,5
3604,7,5,2007,1392,2,2,Gd,2,540,2
12150,5,5,1954,1795,2,4,TA,1,352,11
14585,6,6,1987,1429,1,3,Gd,2,572,6
12704,8,5,2009,2042,2,3,Ex,3,1390,8
11841,6,5,1990,816,1,3,TA,0,0,5
13500,10,9,2000,2775,3,3,Gd,2,880,7
6120,4,7,1995,1573,1,3,Gd,1,240,7
11443,8,5,2006,2028,2,2,Gd,3,880,3
10267,6,7,2000,838,1,2,Fa,1,275,5
8740,5,6,1982,860,1,2,TA,2,528,7
25095,5,8,2003,1473,1,1,Ex,1,452,6
9100,5,6,1960,935,1,2,TA,1,308,8
8320,7,5,2004,1582,2,3,Gd,2,520,9
13478,10,5,2008,2296,2,3,Ex,3,842,6
6600,5,8,2003,816,1,2,TA,2,816,6
4435,6,5,2003,848,1,1,Gd,2,420,5
7990,5,6,1975,924,1,3,TA,1,280,4
11302,8,5,2006,1826,2,3,Gd,3,758,8
3600,6,7,1993,1368,1,3,TA,1,216,10
3922,7,5,2007,1402,0,2,Gd,3,648,2
12984,5,6,1977,1647,2,3,Gd,2,621,3
1950,6,6,1980,1556,2,3,TA,2,452,7
10927,8,5,2005,1904,2,3,Ex,2,736,6
9000,6,6,1950,1375,1,3,Gd,1,544,12
10041,8,5,1992,1915,2,3,Gd,2,506,2
3182,7,5,2005,1200,2,2,Gd,2,480,6
12803,7,5,2002,1494,2,3,Gd,2,530,9
13600,7,6,1990,1986,2,3,TA,2,486,10
12464,5,5,1996,1040,1,3,Gd,2,576,11
7800,5,8,2002,2008,3,3,Ex,1,230,8
12168,8,6,1998,3194,2,4,TA,2,380,9
7943,4,5,1961,1029,1,3,TA,1,261,4
11050,9,5,2000,2153,2,3,Ex,3,736,5
10395,6,6,1978,1032,2,3,TA,2,564,7
11885,8,5,2001,1872,2,3,Ex,2,531,11
8402,5,5,2007,1120,1,3,TA,0,0,12
1491,4,6,1972,630,1,1,TA,0,0,5
8800,6,7,1963,1054,1,3,Gd,2,480,5
7861,6,5,2003,1509,2,3,Gd,2,393,6
7227,6,6,1954,832,1,2,Gd,2,528,6
11694,9,5,2007,1828,2,3,Gd,3,774,7
12244,8,5,2003,2262,2,4,Gd,3,749,8
8248,3,3,1950,864,1,2,TA,0,0,9
10800,6,7,1997,2614,2,4,TA,2,624,6
7064,5,6,1977,980,1,3,TA,2,484,7
2117,6,5,2000,1512,2,2,Gd,2,440,6
10400,6,5,1972,1790,1,4,TA,2,484,11
10000,6,6,1962,1116,1,3,TA,2,440,2
12342,5,5,1978,1422,1,3,TA,1,286,8
9600,6,6,1972,1520,1,3,TA,1,364,3
11606,5,5,1969,2080,1,5,Fa,2,504,9
9020,6,5,1964,1350,1,3,TA,2,520,6
9000,5,6,1991,1750,1,3,Ex,1,240,6
4590,8,5,2006,1554,2,2,Gd,2,627,8
11900,7,5,1977,1411,2,3,TA,2,544,4
9250,5,7,2005,1056,1,3,TA,1,260,7
6979,6,5,1980,1056,0,0,TA,2,576,6
10896,6,7,1995,3395,2,8,Fa,0,0,3
6120,2,3,1950,800,1,1,Fa,0,0,1
6000,5,4,1954,1387,2,3,Gd,1,256,11
8777,5,7,1950,796,1,2,TA,0,0,5
3982,8,5,2006,1567,2,1,Ex,3,648,10
12677,8,5,2004,1518,1,1,Ex,2,588,4
7050,7,5,2001,1929,2,3,Gd,2,650,5
13860,8,7,1995,2704,2,4,Ex,2,538,7
10793,5,5,1969,1620,2,4,TA,2,462,4
9187,9,5,2009,1766,2,2,Ex,3,478,10
10530,6,5,1971,981,1,3,TA,2,576,3
7200,5,5,1950,1048,1,3,TA,2,420,7
10452,6,5,1953,1094,1,3,TA,2,495,6
7700,6,5,1966,1839,1,4,TA,2,442,6
1936,4,6,1970,630,1,1,TA,0,0,12
8125,7,6,2007,1665,2,3,Gd,2,562,5
9084,4,5,1950,1510,1,4,TA,1,296,10
8750,7,5,1996,1716,2,2,Gd,2,512,7
10320,6,7,1995,1469,1,3,TA,1,216,6
10437,8,6,1995,2113,2,2,Gd,3,839,8
1680,6,5,1971,1092,1,3,TA,1,264,3
10007,5,7,2006,1053,1,3,Gd,1,312,8
7200,7,6,2000,1502,1,3,TA,1,270,2
17503,6,5,1950,1458,1,3,TA,1,330,1
9937,5,7,1999,1486,1,3,TA,2,480,3
12384,7,7,1976,1935,2,3,TA,2,550,11
46589,8,7,2005,2448,2,4,Gd,3,711,7
13560,6,3,1968,1392,1,2,TA,2,576,7
10012,4,5,1972,1181,2,3,TA,2,588,4
20896,8,5,2006,2097,1,1,Ex,3,1134,1
11194,8,5,2000,1936,2,3,Gd,2,504,11
18450,6,5,1979,2380,2,3,TA,2,596,8
8125,6,5,1998,1679,2,3,Gd,2,575,10
14175,5,6,1987,1437,1,3,TA,2,576,11
11600,4,5,1950,1180,1,2,Fa,1,252,7
8633,6,5,2005,1476,2,3,Gd,2,540,2
6629,6,6,1950,1369,2,3,TA,1,300,7
11250,6,6,1977,1208,1,3,TA,2,546,6
14442,6,7,2004,1839,2,3,Gd,2,416,6
9200,6,6,1965,1136,1,3,TA,1,384,7
2289,6,6,1978,1441,2,3,TA,2,440,4
9600,4,2,1950,1774,2,4,TA,3,779,5
9022,5,8,2006,792,1,2,Gd,1,240,5
11844,8,5,2008,2046,2,3,Gd,3,834,7
9945,5,5,1961,988,1,3,TA,2,572,10
8012,6,5,1980,923,2,2,TA,1,264,5
4500,5,5,2000,1520,1,3,TA,1,281,7
2887,6,5,1997,1291,1,2,Gd,2,431,11
11248,9,5,2002,1668,2,3,Gd,3,702,7
16770,7,5,1998,1839,2,4,TA,2,486,6
5062,7,5,1984,2090,2,3,Gd,2,577,9
10207,7,6,2007,1761,3,3,Gd,2,578,8
5105,7,5,2004,1102,2,2,Gd,2,480,3
8089,8,6,2007,1419,2,2,Gd,2,567,10
7577,6,5,2006,1362,2,2,Gd,2,460,6
4426,6,5,2004,848,1,1,Gd,2,420,5
21535,10,6,1995,4316,3,4,Ex,3,832,1
26178,7,5,1990,2519,2,4,Gd,2,628,4
5400,5,6,1968,1073,1,2,TA,1,326,12
6120,5,6,1950,1539,1,3,TA,2,576,4
13811,6,6,1987,1137,2,2,Gd,2,551,7
6000,5,7,1950,616,1,2,TA,1,205,6
6420,5,7,1952,1148,1,2,TA,1,308,9
8450,5,8,2009,894,1,3,TA,1,336,4
4282,7,5,2004,1391,2,2,Gd,2,530,7
14331,8,5,2002,1800,2,3,Gd,3,765,5
9600,7,5,1969,1164,1,3,TA,2,528,7
12438,8,5,2006,2576,2,4,Ex,3,666,7
7630,5,9,1996,1812,2,4,Gd,2,672,5
8400,7,5,2005,1484,2,3,Gd,2,606,5
5600,4,5,1950,1092,2,3,Fa,0,0,7
115149,7,5,2002,1824,2,2,Gd,2,739,6
6240,8,5,2006,1324,2,2,Gd,2,550,12
9018,7,5,2007,1456,2,3,Gd,2,400,7
7162,5,7,1966,904,1,3,TA,1,408,12
4130,3,6,2003,729,1,2,TA,0,0,7
8712,4,7,1950,1178,1,2,TA,1,384,1
4671,8,5,1989,1228,2,2,Gd,2,472,10
9873,4,5,1970,960,1,3,TA,2,576,5
13517,6,8,2005,1479,2,3,Gd,2,475,3
10140,6,5,1974,1350,2,3,TA,2,478,8
10800,7,8,1998,2554,1,3,TA,2,704,7
10000,5,6,2000,1178,1,3,Gd,2,439,11
10542,7,5,1994,2418,2,3,Gd,3,983,8
9920,5,6,1969,971,1,3,TA,1,300,5
6563,8,5,1985,1742,2,2,Gd,2,564,12
4426,6,5,2004,848,1,1,Gd,2,420,5
8120,4,7,1970,864,1,3,TA,2,463,7
8172,4,6,1972,1470,2,4,TA,1,548,5
13286,9,5,2008,1698,2,3,Ex,3,768,2
6960,4,6,1970,864,1,3,Gd,2,660,11
21695,6,9,2007,1680,2,3,Gd,2,540,12
7314,7,5,2007,1232,2,2,Gd,2,632,2
11475,5,5,1958,1776,2,4,TA,3,888,7
6240,4,5,1950,1208,1,2,TA,2,539,1
5389,8,5,1996,1616,2,2,Gd,2,608,3
9590,7,5,2003,1146,2,3,Gd,2,438,5
11404,7,5,1999,2031,2,3,Gd,2,541,7
10000,5,6,1983,1144,1,3,TA,1,264,3
8978,5,5,1968,948,1,3,TA,1,300,5
10800,7,7,1970,1768,1,2,TA,2,320,10
8544,3,4,1950,1040,2,2,TA,2,400,7
10463,8,5,2005,1801,2,3,Gd,3,800,6
10800,5,5,1988,1200,3,3,TA,0,0,3
9313,7,5,2004,1728,2,3,Gd,2,572,4
9600,5,7,2002,1432,2,2,TA,2,360,5
6768,6,8,1996,912,1,3,Gd,1,288,5
8450,7,5,2001,1349,2,3,TA,2,539,12
12886,5,6,1999,1464,2,3,TA,2,480,10
5395,8,5,1993,1337,2,2,Gd,2,462,10
8963,8,9,1996,2715,3,4,Gd,2,831,7
8795,7,5,2000,2256,2,4,Gd,2,554,4
11700,7,7,2003,2640,1,4,Gd,4,864,5
10593,7,5,1996,1720,2,3,Gd,2,527,3
8405,4,3,1950,1529,2,4,TA,1,240,4
8800,4,7,2004,1140,1,3,TA,0,0,6
7750,7,5,2003,1320,2,3,Gd,2,400,8
9236,6,5,1997,1494,2,3,Gd,2,576,7
10240,8,5,2005,2098,2,3,Ex,3,878,3
7930,6,8,2005,1026,1,3,Gd,2,440,7
3230,6,5,1999,1471,2,3,TA,2,440,3
10769,8,5,2007,1768,2,3,Gd,2,578,4
11616,6,5,1978,1386,2,3,TA,2,440,4
2280,7,5,1999,1501,2,3,TA,2,440,8
12257,8,5,1995,2531,2,4,Gd,3,752,11
9100,6,6,1959,864,1,2,TA,1,300,10
6911,5,5,1950,1301,1,2,Fa,2,440,10
8640,7,5,2009,1547,2,3,Gd,2,614,6
9430,8,5,1999,2365,2,3,Gd,3,856,7
9549,8,5,1996,1494,1,2,Ex,2,481,4
14587,9,5,2008,1506,2,2,Ex,2,592,8
10421,7,5,1988,1714,2,3,TA,2,496,3
12508,6,7,1985,1750,2,4,TA,1,423,7
9100,7,5,2005,1836,2,3,Gd,2,484,10
53504,8,5,2003,3279,3,4,Ex,3,841,6
7252,5,5,1982,858,1,2,TA,2,576,4
8877,4,5,1951,1220,1,2,TA,2,396,4
7819,6,5,1976,1117,1,3,TA,2,672,3
10150,5,5,1958,912,1,2,TA,1,275,7
14226,8,5,2006,1973,2,3,Gd,3,895,7
4500,6,5,1998,1204,2,2,TA,2,412,6
11210,7,5,2006,1614,2,3,Gd,3,865,7
13350,5,5,1974,894,1,3,TA,2,440,6
8400,5,5,1977,2020,2,4,TA,2,630,10
10530,6,5,1977,1004,1,2,TA,2,504,5
7875,7,5,1996,1253,2,3,TA,2,402,6
7153,6,5,1992,1603,2,3,Gd,2,484,7
16285,7,5,2002,1430,2,3,Gd,2,605,6
9101,5,6,1978,1110,1,1,Gd,2,602,7
6300,6,6,2001,1484,2,3,TA,0,0,6
9790,6,5,1967,1342,2,3,TA,2,457,9
10800,5,6,1950,1652,2,4,TA,1,416,6
10142,7,5,2004,2084,2,4,Gd,2,618,1
6000,4,7,2000,901,1,2,TA,1,281,8
12205,6,8,2007,2087,2,5,Gd,2,444,7
3182,7,5,2006,1145,2,2,Gd,2,397,9
11333,6,5,1976,1062,1,3,TA,2,539,5
9920,7,5,1997,2013,2,3,TA,2,455,6
9158,8,5,2007,1496,2,3,Gd,2,474,6
10832,7,5,1996,1895,2,3,Gd,2,409,10
8400,6,6,1981,1564,2,3,TA,2,476,4
8197,6,5,1977,1285,1,3,TA,2,528,4
7677,5,5,1953,773,1,2,TA,1,240,4
13518,9,5,2009,3140,3,4,Ex,3,820,7
7200,5,7,1950,1768,1,3,Gd,1,240,6
12798,6,5,1997,1688,2,4,Gd,2,603,5
4800,4,7,1990,1196,1,2,TA,2,440,7
8199,7,5,2005,1456,2,3,Gd,2,410,10
13891,9,5,2009,2822,3,4,Ex,3,1020,1
9000,5,5,1954,1128,1,2,TA,1,286,6
12274,7,5,2008,1428,2,3,Ex,2,554,7
9750,5,5,1967,980,2,3,TA,1,384,10
21384,5,6,2004,1576,1,3,Gd,2,528,5
13400,5,5,1966,1086,1,3,TA,2,484,6
8100,5,5,1965,2138,2,2,TA,2,360,11
10140,6,6,1999,1309,1,3,Gd,2,484,1
4438,6,5,2004,848,1,1,Gd,2,420,6
8712,5,5,1952,1044,1,2,Fa,2,504,6
9750,6,6,1958,1442,1,4,TA,1,301,4
8248,5,7,1950,1250,1,3,Fa,1,280,7
12137,7,5,1998,1661,2,3,Gd,2,598,5
11425,5,6,1954,1008,1,2,TA,1,275,7
13265,8,5,2002,1689,2,3,Gd,3,857,7
8816,6,7,1971,1052,1,3,TA,2,440,6
6371,7,5,2010,1358,2,2,Gd,2,484,6
7226,7,5,2003,1640,2,3,Gd,2,595,6
6000,4,4,1953,936,1,2,TA,2,576,2
12394,7,5,2003,1733,2,3,Gd,2,433,10
9900,6,7,1950,1489,2,3,TA,1,240,7
11216,8,5,2006,1489,2,3,Gd,2,776,6
14803,10,5,2008,2084,2,2,Ex,3,1220,6
6130,5,6,1950,784,1,2,Gd,0,0,5
8529,7,5,2001,1434,2,3,Gd,2,527,4
28698,5,5,1967,2126,2,3,TA,2,538,6
2544,7,5,2005,1223,2,2,Gd,2,480,7
11900,6,5,1957,1392,1,3,TA,2,458,6
3180,7,5,2005,1200,2,2,Gd,2,480,6
9548,7,6,2003,1829,2,3,Gd,2,613,1
10004,6,6,1964,1516,1,3,TA,2,472,2
7875,5,6,1961,1144,1,3,TA,2,456,9
9600,4,7,1995,1067,2,2,Gd,2,436,2
8100,5,6,1973,1559,1,2,TA,2,812,6
1680,6,5,1973,987,1,2,TA,1,264,11
9525,5,6,2006,1099,1,3,Gd,1,352,6
11767,5,6,1995,1200,1,3,TA,1,240,5
12155,6,8,1950,1482,2,4,Fa,1,400,3
10440,5,8,2002,1539,2,3,Gd,2,686,6
9020,6,7,1966,1165,1,3,TA,2,490,5
8000,5,4,1961,1800,2,6,TA,0,0,7
12665,5,8,1950,1416,1,4,TA,3,720,6
16647,5,5,1981,1701,2,3,TA,2,611,1
9317,7,5,1993,1775,2,3,Gd,2,425,7
15523,5,6,1972,864,1,3,TA,1,338,8
45600,6,8,1997,2358,3,5,TA,2,360,9
9600,6,7,1994,1855,2,3,TA,2,512,8
4435,6,5,2003,848,1,1,Gd,2,420,11
3196,8,5,2003,1456,2,2,Gd,2,400,5
7128,7,5,1950,1646,2,4,TA,1,240,8
12095,6,6,1964,1445,1,3,TA,2,645,8
17920,5,4,1974,1779,1,3,TA,2,454,7
6897,5,8,2010,1040,1,3,TA,1,260,4
10970,6,6,1978,1026,1,3,TA,2,576,10
8125,6,5,1995,1481,2,3,TA,2,343,3
10400,7,5,1976,1370,2,3,TA,2,479,6
11029,6,7,1984,2654,2,4,Gd,2,619,8
7642,7,8,1998,1426,1,3,Gd,1,216,6
11625,5,4,1965,1039,1,3,TA,2,504,4
9672,6,5,1985,1097,2,3,TA,2,480,5
7931,5,5,1959,1148,1,3,TA,1,672,7
8640,7,5,2008,1372,2,3,Gd,2,529,5
8750,5,6,1970,1002,1,3,TA,2,902,8
10656,8,5,2007,1646,2,3,Gd,3,870,11
6970,4,5,1961,1120,1,3,Fa,2,544,5
14762,5,6,1950,2320,2,2,TA,2,672,5
9938,7,5,1994,1949,2,3,Gd,2,574,6
6600,5,5,1962,894,1,2,TA,1,308,8
8750,6,5,1998,1682,2,3,Gd,2,523,6
8892,5,7,1996,910,1,3,Gd,2,414,10
12144,5,7,1950,1268,1,3,TA,1,288,9
5720,5,6,1950,1131,1,3,TA,1,200,8
9000,8,5,2007,2610,2,4,Ex,2,550,8
25286,4,5,1963,1040,1,3,TA,2,648,1
8834,9,5,2005,2224,2,4,Ex,3,738,6
11782,5,7,1995,1155,1,3,Gd,2,576,6
7000,5,8,2005,864,1,3,TA,1,336,7
7024,5,5,2006,1090,1,2,TA,2,450,6
13758,7,5,1991,1717,2,3,Gd,2,400,4
9636,6,5,1993,1593,2,3,TA,2,389,12
6204,4,5,1950,2230,1,5,TA,1,440,3
7150,5,5,1967,892,1,3,TA,1,288,7
5119,9,5,2000,1709,2,2,Gd,2,506,1
8393,5,5,2005,1712,2,4,TA,2,588,6
16466,5,7,1955,1393,1,3,TA,1,300,4
15865,8,6,1970,2217,2,4,Gd,2,621,10
12160,6,4,1953,1505,1,2,TA,2,505,2
8064,5,7,2006,924,1,3,TA,2,576,7
11184,6,5,1978,1683,2,3,TA,2,440,7
8414,6,8,2003,1068,1,3,TA,1,264,2
13284,5,5,1954,1383,1,3,TA,1,354,6
7018,5,5,1979,1535,2,4,TA,2,400,6
7056,6,5,1963,1796,1,4,TA,2,483,10
8765,4,6,1950,951,1,2,TA,1,327,4
7018,5,5,1979,2240,2,6,TA,2,528,6
12919,9,5,2010,2364,2,2,Ex,3,820,3
6993,5,7,1994,1236,1,3,TA,1,288,6
7340,4,6,1971,858,1,2,TA,1,684,6
8712,5,7,2000,1306,1,2,TA,1,756,5
7875,7,5,2003,1509,2,3,Gd,2,393,7
14859,7,5,2006,1670,2,3,Gd,3,690,8
6173,5,6,1967,902,1,3,TA,1,288,8
9920,5,5,1954,1063,1,3,TA,1,280,2
13501,8,5,2006,1636,2,3,Gd,3,865,6
11500,7,7,1987,2057,1,3,Gd,1,180,6
8885,5,5,1983,902,1,2,TA,2,484,6
12589,6,5,2005,1484,2,3,Gd,2,390,6
11600,5,5,1960,2274,2,5,TA,2,480,1
9286,5,7,1989,1268,1,3,Gd,1,252,10
6120,5,7,1950,1015,1,3,TA,1,450,7
6270,5,6,1950,2002,2,4,TA,3,871,8
3000,6,5,2009,1224,2,2,Gd,2,528,6
2001,4,5,1970,1092,1,3,TA,1,286,1
9000,2,3,1950,480,0,1,TA,1,308,10
17140,4,6,1956,1229,1,3,TA,1,284,4
13125,7,5,1991,2127,2,4,Gd,3,833,11
11029,6,8,2002,1414,1,3,TA,2,601,5
8462,6,5,1994,1721,2,3,Gd,2,471,7
8777,5,7,2003,2200,2,4,TA,0,0,9
10237,6,5,2006,1316,2,3,Gd,2,397,10
8012,6,5,1994,1617,2,2,Gd,2,533,7
10240,6,6,1980,1686,2,3,TA,2,612,5
15611,5,6,1977,1126,2,3,Ex,2,540,3
11999,8,5,2004,2374,2,4,Ex,3,656,5
9900,7,5,1968,1978,2,4,TA,2,486,4
11838,8,5,2001,1788,2,3,Ex,2,522,6
13006,7,5,1997,2236,2,4,Gd,2,642,11
8925,8,5,2007,1466,2,3,Gd,3,610,7
9100,5,6,1965,925,1,2,TA,1,429,7
11670,9,5,2006,1905,2,3,Ex,3,788,3
8487,7,5,2004,1500,2,3,Gd,2,570,8
27650,7,7,2007,2069,2,4,Gd,2,505,11
5825,4,5,1953,747,1,1,TA,2,528,6
10083,7,5,2003,1200,2,2,Gd,2,555,8
9675,7,5,2005,1971,2,3,Gd,2,689,2
8760,7,5,2006,1962,2,3,Gd,3,868,8
24090,7,7,1950,2403,2,4,TA,1,349,6
12640,6,5,1976,1728,2,4,TA,2,574,7
8755,7,5,1999,2060,2,3,Gd,2,390,6
7711,4,3,1977,1440,2,4,TA,0,0,8
25000,5,4,1967,1632,2,4,TA,2,576,6
14375,6,6,1958,1344,1,3,Gd,2,525,1
8820,5,6,1996,1869,1,2,TA,2,456,9
8163,5,6,1959,1144,1,3,TA,1,796,3
14536,8,5,2003,1629,2,3,Gd,3,808,11
14006,7,5,2002,1776,2,3,Gd,2,474,2
9360,6,7,2006,1381,1,3,Gd,2,676,3
7200,5,8,2002,864,1,3,Gd,2,720,7
7800,5,5,1965,965,1,3,TA,1,300,7
7200,5,8,2003,768,1,2,TA,1,396,4
11075,5,4,1969,1968,2,4,TA,2,530,9
9400,6,5,1975,980,2,4,TA,0,0,10
7136,6,6,1950,1958,2,4,TA,2,492,8
1300,6,6,1980,1229,1,2,TA,2,462,5
7420,5,5,1962,1057,1,3,TA,2,576,4
8450,7,5,2003,1337,2,3,Gd,2,531,10
2572,7,5,1999,1416,2,3,Gd,2,484,5
7207,5,7,2008,858,1,2,TA,0,0,2
12227,6,7,1995,2872,2,4,TA,2,619,7
2308,6,6,1976,1548,2,3,Gd,2,440,7
11923,9,5,2007,1800,2,2,Ex,2,702,5
11316,7,5,2003,1894,2,4,Gd,2,510,2
10237,6,5,2007,1484,2,3,Gd,2,393,7
9600,5,7,1950,1308,1,2,TA,1,256,6
7390,5,7,1955,1098,1,3,TA,1,260,7
5925,3,6,1950,968,1,2,TA,0,0,5
10382,6,5,1958,1095,1,2,TA,1,264,3
10800,4,4,1950,1192,1,4,TA,0,0,12
2268,7,5,2004,1626,2,2,Gd,2,474,7
7892,6,5,1979,918,2,2,TA,1,264,4
11639,7,5,2008,1428,2,3,Gd,2,480,12
11414,7,8,1993,2019,1,3,Gd,2,532,10
2651,7,5,2000,1382,2,3,Gd,2,490,4
5900,4,7,1958,869,1,2,Fa,0,0,8
4274,7,5,2007,1241,1,1,Gd,2,569,11
9450,4,5,1954,894,1,3,TA,2,400,5
8816,5,6,1963,1121,1,3,TA,2,480,6
12122,7,9,2007,999,1,3,Ex,2,588,7
12203,8,5,1999,2612,2,4,Gd,3,676,7
3182,7,5,2007,1266,2,2,Gd,2,388,3
11250,8,5,2002,2290,2,4,Gd,2,779,5
10125,5,5,1977,1734,2,4,Gd,2,539,8
10880,5,5,1950,1164,1,3,TA,1,240,8
5310,6,8,2003,1635,1,2,Gd,1,255,6
10159,9,5,2010,1940,2,3,Ex,3,606,4
12046,6,6,1976,2030,2,4,Gd,2,551,6
8125,7,5,2006,1576,2,3,Gd,2,614,8
9452,8,5,1998,2392,2,3,Gd,3,870,6
17671,8,9,1986,1742,1,4,Gd,2,424,11
9760,6,8,1993,1851,2,3,Gd,2,440,7
8846,6,5,2006,1500,2,3,Gd,2,564,8
12456,10,5,2007,1718,2,3,Ex,3,786,7
4712,4,7,1950,1230,1,3,TA,1,305,8
10659,5,6,1961,1050,1,3,TA,1,368,1
11717,6,6,1970,1442,2,2,TA,2,615,2
9786,3,4,1950,1077,1,3,TA,1,210,5
6762,7,5,2006,1208,2,2,Gd,2,632,2
10206,3,3,1952,944,1,2,Fa,2,528,7
5400,5,6,1950,691,1,2,Ex,1,216,1
11957,8,5,2006,1574,2,3,Gd,3,824,7
11500,5,6,1976,1680,2,4,TA,2,528,6
3182,7,5,2006,1504,2,1,Gd,2,457,5
8385,5,8,1977,985,2,3,TA,1,328,11
12155,6,3,1970,1657,2,3,TA,2,484,3
2217,4,4,1970,1092,1,3,TA,1,286,8
12118,7,5,2005,1710,2,3,Gd,2,550,4
6000,5,5,1950,1522,2,4,TA,0,0,6
21286,5,5,1950,1271,2,4,TA,1,312,8
9825,5,5,1965,1664,2,4,TA,0,0,5
10592,6,7,1996,1502,1,3,Gd,1,180,8
7200,5,4,2006,1022,1,2,TA,1,280,6
11664,6,5,1950,1082,1,2,TA,1,240,11
8400,8,6,2001,1665,2,3,Gd,2,528,11
11883,7,5,1996,1504,2,3,Gd,2,478,6
5814,8,5,1984,1360,1,1,Gd,2,565,8
10784,7,5,1992,1472,2,3,Gd,2,402,5
3013,7,5,2005,1506,2,2,Gd,2,440,4
7024,4,5,2005,1132,1,2,Gd,2,451,6
7406,7,5,2006,1220,2,2,Gd,2,632,7
9439,5,5,1950,1248,1,2,TA,1,160,3
3182,7,5,2006,1504,2,2,Gd,2,437,5
15498,8,6,1976,2898,2,2,Gd,2,665,5
7700,5,5,1972,882,1,3,TA,2,461,3
9300,5,5,1960,1264,1,3,TA,2,461,4
9520,8,5,2008,1646,2,3,Gd,3,800,4
9492,5,5,1950,1376,1,3,TA,1,240,4
1680,6,7,1972,1218,1,3,TA,1,264,5
7082,5,8,1995,1928,2,5,TA,0,0,7
15863,7,3,1970,3082,2,5,TA,2,672,8
14541,8,7,1993,2520,2,5,Gd,3,796,11
8125,7,5,2002,1654,2,3,Gd,3,900,2
6305,5,7,1950,954,1,2,Fa,1,240,6
11500,4,3,1957,845,1,3,TA,1,290,1
12898,9,5,2008,1620,2,2,Ex,3,912,9
9240,8,5,2002,2263,2,3,Gd,2,905,9
1533,4,6,2008,1344,1,3,TA,0,0,5
1477,4,4,1970,630,1,1,TA,1,286,4
13125,5,4,2000,1803,2,3,TA,2,484,1
9130,6,8,2000,1632,1,4,Gd,2,484,7
5381,6,5,2005,1306,2,1,Gd,2,624,8
11839,7,5,1990,2329,2,4,Gd,2,514,5
9600,8,5,1981,2524,2,4,Gd,2,542,7
13680,3,5,1955,1733,2,4,TA,2,452,6
16056,9,5,2006,2868,3,4,Ex,3,716,7
9245,5,5,1995,990,1,3,TA,2,672,2
21750,5,4,2006,1771,1,3,TA,2,336,11
11100,4,7,2006,930,1,2,Gd,1,308,4
8993,7,5,2007,1302,2,3,Gd,2,436,8
11175,7,5,2007,1316,2,3,Gd,2,440,10
9500,6,6,1978,1977,1,4,TA,2,540,6
8562,5,6,2002,1526,1,4,TA,1,364,5
